Date_Time,Product_cat,product_code,product_name,units,amount
2/7/2020 8:04,Drinks,12,Rfg Juices/Drinks,65,14105
2/7/2020 10:04,Snacks,17,Cookies,65,10855
2/7/2020 12:04,Dairy Product,6,Natural Cheese,12,3000
2/7/2020 14:04,Drinks,14,Bottled Water,71,12496
2/7/2020 16:04,Dairy Product,11,Yogurt,33,7392
2/7/2020 18:04,Grocery,19,Coffee,66,12276
2/7/2020 20:04,Dairy Product,6,Natural Cheese,81,20250
2/7/2020 22:04,Drinks,5,Beer/Ale/Alcoholic Cider,53,2756
2/8/2020 0:04,Grocery,9,Cold Cereal,99,27621
2/8/2020 2:04,Snacks,23,Total Chocolate Candy,18,3780
2/8/2020 4:04,Dairy Product,6,Natural Cheese,26,6500
2/8/2020 6:04,Snacks,10,Cigarettes,97,22795
2/8/2020 8:04,Drinks,7,Wine,99,28314
2/8/2020 10:04,Drinks,5,Beer/Ale/Alcoholic Cider,10,520
2/8/2020 12:04,Dairy Product,2,Milk,54,10260
2/8/2020 14:04,Meat products,21,Breakfast Meats,4,396
2/8/2020 16:04,Drinks,7,Wine,24,6864
2/8/2020 18:04,Meat products,20,Luncheon Meats,50,2350
2/8/2020 20:04,Drinks,12,Rfg Juices/Drinks,24,5208
2/8/2020 22:04,Dairy Product,13,Ice Cream/Sherbet,94,1974
2/9/2020 0:04,Vegetables,26,Watermelon,39,8853
2/9/2020 2:04,Vegetables,24,Tomato,48,7056
2/9/2020 4:04,Snacks,23,Total Chocolate Candy,88,18480
2/9/2020 6:04,Drinks,15,Soup,82,10824
2/9/2020 8:04,Vegetables,26,Watermelon,63,14301
2/9/2020 10:04,Snacks,17,Cookies,23,3841
2/9/2020 12:04,Grocery,19,Coffee,49,9114
2/9/2020 14:04,Dairy Product,6,Natural Cheese,68,17000
2/9/2020 16:04,Dairy Product,2,Milk,95,18050
2/9/2020 18:04,Drinks,18,Bottled Juices,65,13845
2/9/2020 20:04,Drinks,12,Rfg Juices/Drinks,95,20615
2/9/2020 22:04,Meat products,20,Luncheon Meats,37,1739
2/10/2020 0:04,Snacks,17,Cookies,64,10688
2/10/2020 2:04,Meat products,21,Breakfast Meats,27,2673
2/10/2020 4:04,Dairy Product,2,Milk,17,3230
2/10/2020 6:04,Vegetables,27,Onion,48,4848
2/10/2020 8:04,Drinks,7,Wine,51,14586
2/10/2020 10:04,Dairy Product,6,Natural Cheese,74,18500
2/10/2020 12:04,Grocery,8,Fz Dinners/Entrees,65,18590
2/10/2020 14:04,Dairy Product,13,Ice Cream/Sherbet,65,1365
2/10/2020 16:04,Drinks,7,Wine,24,6864
2/10/2020 18:04,Snacks,4,Salty Snacks,32,2592
2/10/2020 20:04,Dairy Product,2,Milk,31,5890
2/10/2020 22:04,Grocery,9,Cold Cereal,90,25110
2/11/2020 0:04,Drinks,15,Soup,29,3828
2/11/2020 2:04,Grocery,19,Coffee,30,5580
2/11/2020 4:04,Dairy Product,13,Ice Cream/Sherbet,23,483
2/11/2020 6:04,Dairy Product,13,Ice Cream/Sherbet,44,924
2/11/2020 8:04,Drinks,15,Soup,12,1584
2/11/2020 10:04,Vegetables,24,Tomato,97,14259
2/11/2020 12:04,Snacks,1,Carbonated Beverages,57,2337
2/11/2020 14:04,Grocery,3,Fresh Bread & Rolls,64,11456
2/11/2020 16:04,Grocery,19,Coffee,43,7998
2/11/2020 18:04,Snacks,17,Cookies,89,14863
2/11/2020 20:04,Snacks,23,Total Chocolate Candy,14,2940
2/11/2020 22:04,Snacks,4,Salty Snacks,79,6399
2/12/2020 0:04,Dairy Product,13,Ice Cream/Sherbet,52,1092
2/12/2020 2:04,Meat products,20,Luncheon Meats,59,2773
2/12/2020 4:04,Snacks,17,Cookies,29,4843
2/12/2020 6:04,Grocery,19,Coffee,16,2976
2/12/2020 8:04,Dairy Product,11,Yogurt,71,15904
2/12/2020 10:04,Snacks,4,Salty Snacks,61,4941
2/12/2020 12:04,Snacks,17,Cookies,8,1336
2/12/2020 14:04,Grocery,19,Coffee,53,9858
2/12/2020 16:04,Grocery,8,Fz Dinners/Entrees,3,858
2/12/2020 18:04,Snacks,17,Cookies,30,5010
2/12/2020 20:04,Drinks,7,Wine,56,16016
2/12/2020 22:04,Drinks,18,Bottled Juices,61,12993
2/13/2020 0:04,Snacks,16,Crackers,68,3876
2/13/2020 2:04,Snacks,4,Salty Snacks,60,4860
2/13/2020 4:04,Grocery,19,Coffee,75,13950
2/13/2020 6:04,Meat products,21,Breakfast Meats,14,1386
2/13/2020 8:04,Meat products,20,Luncheon Meats,39,1833
2/13/2020 10:04,Drinks,5,Beer/Ale/Alcoholic Cider,12,624
2/13/2020 12:04,Snacks,16,Crackers,46,2622
2/13/2020 14:04,Vegetables,27,Onion,87,8787
2/13/2020 16:04,Vegetables,24,Tomato,15,2205
2/13/2020 18:04,Drinks,14,Bottled Water,49,8624
2/13/2020 20:04,Vegetables,24,Tomato,55,8085
2/13/2020 22:04,Meat products,21,Breakfast Meats,56,5544
2/14/2020 0:04,Drinks,12,Rfg Juices/Drinks,86,18662
2/14/2020 2:04,Dairy Product,2,Milk,4,760
2/14/2020 4:04,Meat products,21,Breakfast Meats,100,9900
2/14/2020 6:04,Snacks,17,Cookies,8,1336
2/14/2020 8:04,Snacks,17,Cookies,84,14028
2/14/2020 10:04,Dairy Product,6,Natural Cheese,7,1750
2/14/2020 12:04,Snacks,17,Cookies,58,9686
2/14/2020 14:04,Meat products,22,Rfg Fresh Eggs,70,15610
2/14/2020 16:04,Grocery,8,Fz Dinners/Entrees,53,15158
2/14/2020 18:04,Drinks,14,Bottled Water,8,1408
2/14/2020 20:04,Dairy Product,11,Yogurt,60,13440
2/14/2020 22:04,Drinks,7,Wine,98,28028
2/15/2020 0:04,Vegetables,27,Onion,32,3232
2/15/2020 2:04,Dairy Product,13,Ice Cream/Sherbet,30,630
2/15/2020 4:04,Vegetables,24,Tomato,53,7791
2/15/2020 6:04,Snacks,16,Crackers,49,2793
2/15/2020 8:04,Grocery,8,Fz Dinners/Entrees,25,7150
2/15/2020 10:04,Dairy Product,6,Natural Cheese,92,23000
2/15/2020 12:04,Meat products,20,Luncheon Meats,84,3948
2/15/2020 14:04,Snacks,16,Crackers,66,3762
2/15/2020 16:04,Snacks,23,Total Chocolate Candy,21,4410
2/15/2020 18:04,Snacks,16,Crackers,5,285
2/15/2020 20:04,Drinks,5,Beer/Ale/Alcoholic Cider,26,1352
2/15/2020 22:04,Drinks,14,Bottled Water,96,16896
2/16/2020 0:04,Vegetables,26,Watermelon,45,10215
2/16/2020 2:04,Drinks,5,Beer/Ale/Alcoholic Cider,78,4056
2/16/2020 4:04,Drinks,7,Wine,8,2288
2/16/2020 6:04,Drinks,18,Bottled Juices,16,3408
2/16/2020 8:04,Snacks,17,Cookies,40,6680
2/16/2020 10:04,Dairy Product,6,Natural Cheese,89,22250
2/16/2020 12:04,Snacks,1,Carbonated Beverages,59,2419
2/16/2020 14:04,Drinks,15,Soup,10,1320
2/16/2020 16:04,Dairy Product,6,Natural Cheese,33,8250
2/16/2020 18:04,Snacks,10,Cigarettes,68,15980
2/16/2020 20:04,Snacks,17,Cookies,57,9519
2/16/2020 22:04,Dairy Product,11,Yogurt,56,12544
2/17/2020 0:04,Vegetables,27,Onion,45,4545
2/17/2020 2:04,Drinks,14,Bottled Water,65,11440
2/17/2020 4:04,Snacks,16,Crackers,58,3306
2/17/2020 6:04,Snacks,10,Cigarettes,22,5170
2/17/2020 8:04,Snacks,10,Cigarettes,12,2820
2/17/2020 10:04,Dairy Product,6,Natural Cheese,83,20750
2/17/2020 12:04,Meat products,20,Luncheon Meats,86,4042
2/17/2020 14:04,Snacks,23,Total Chocolate Candy,39,8190
2/17/2020 16:04,Dairy Product,11,Yogurt,92,20608
2/17/2020 18:04,Dairy Product,6,Natural Cheese,93,23250
2/17/2020 20:04,Dairy Product,6,Natural Cheese,9,2250
2/17/2020 22:04,Vegetables,26,Watermelon,4,908
2/18/2020 0:04,Drinks,18,Bottled Juices,72,15336
2/18/2020 2:04,Dairy Product,2,Milk,54,10260
2/18/2020 4:04,Grocery,19,Coffee,22,4092
2/18/2020 6:04,Vegetables,27,Onion,63,6363
2/18/2020 8:04,Drinks,12,Rfg Juices/Drinks,32,6944
2/18/2020 10:04,Drinks,12,Rfg Juices/Drinks,23,4991
2/18/2020 12:04,Grocery,8,Fz Dinners/Entrees,85,24310
2/18/2020 14:04,Drinks,15,Soup,18,2376
2/18/2020 16:04,Dairy Product,11,Yogurt,45,10080
2/18/2020 18:04,Vegetables,25,Potato,48,5904
2/18/2020 20:04,Vegetables,24,Tomato,34,4998
2/18/2020 22:04,Grocery,19,Coffee,34,6324
2/19/2020 0:04,Dairy Product,13,Ice Cream/Sherbet,35,735
2/19/2020 2:04,Snacks,23,Total Chocolate Candy,17,3570
2/19/2020 4:04,Snacks,16,Crackers,23,1311
2/19/2020 6:04,Snacks,16,Crackers,10,570
2/19/2020 8:04,Vegetables,26,Watermelon,50,11350
2/19/2020 10:04,Dairy Product,11,Yogurt,8,1792
2/19/2020 12:04,Snacks,23,Total Chocolate Candy,48,10080
2/19/2020 14:04,Snacks,17,Cookies,35,5845
2/19/2020 16:04,Snacks,16,Crackers,26,1482
2/19/2020 18:04,Grocery,3,Fresh Bread & Rolls,11,1969
2/19/2020 20:04,Grocery,8,Fz Dinners/Entrees,98,28028
2/19/2020 22:04,Snacks,4,Salty Snacks,76,6156
2/20/2020 0:04,Grocery,9,Cold Cereal,1,279
2/20/2020 2:04,Vegetables,24,Tomato,35,5145
2/20/2020 4:04,Drinks,18,Bottled Juices,15,3195
2/20/2020 6:04,Meat products,22,Rfg Fresh Eggs,30,6690
2/20/2020 8:04,Snacks,4,Salty Snacks,9,729
2/20/2020 10:04,Dairy Product,13,Ice Cream/Sherbet,10,210
2/20/2020 12:04,Snacks,10,Cigarettes,72,16920
2/20/2020 14:04,Meat products,22,Rfg Fresh Eggs,18,4014
2/20/2020 16:04,Snacks,16,Crackers,64,3648
2/20/2020 18:04,Vegetables,26,Watermelon,56,12712
2/20/2020 20:04,Snacks,10,Cigarettes,80,18800
2/20/2020 22:04,Vegetables,26,Watermelon,25,5675
2/21/2020 0:04,Grocery,8,Fz Dinners/Entrees,77,22022
2/21/2020 2:04,Snacks,1,Carbonated Beverages,77,3157
2/21/2020 4:04,Vegetables,24,Tomato,57,8379
2/21/2020 6:04,Snacks,10,Cigarettes,6,1410
2/21/2020 8:04,Vegetables,24,Tomato,100,14700
2/21/2020 10:04,Snacks,17,Cookies,23,3841
2/21/2020 12:04,Meat products,22,Rfg Fresh Eggs,75,16725
2/21/2020 14:04,Dairy Product,2,Milk,56,10640
2/21/2020 16:04,Drinks,5,Beer/Ale/Alcoholic Cider,58,3016
2/21/2020 18:04,Snacks,1,Carbonated Beverages,38,1558
2/21/2020 20:04,Snacks,1,Carbonated Beverages,75,3075
2/21/2020 22:04,Snacks,10,Cigarettes,42,9870
2/22/2020 0:04,Snacks,1,Carbonated Beverages,48,1968
2/22/2020 2:04,Drinks,5,Beer/Ale/Alcoholic Cider,32,1664
2/22/2020 4:04,Meat products,22,Rfg Fresh Eggs,70,15610
2/22/2020 6:04,Vegetables,26,Watermelon,2,454
2/22/2020 8:04,Grocery,3,Fresh Bread & Rolls,87,15573
2/22/2020 10:04,Meat products,22,Rfg Fresh Eggs,75,16725
2/22/2020 12:04,Drinks,15,Soup,65,8580
2/22/2020 14:04,Meat products,21,Breakfast Meats,61,6039
2/22/2020 16:04,Drinks,14,Bottled Water,2,352
2/22/2020 18:04,Dairy Product,2,Milk,93,17670
2/22/2020 20:04,Vegetables,27,Onion,49,4949
2/22/2020 22:04,Grocery,19,Coffee,22,4092
2/23/2020 0:04,Drinks,18,Bottled Juices,31,6603
2/23/2020 2:04,Snacks,17,Cookies,99,16533
2/23/2020 4:04,Meat products,21,Breakfast Meats,58,5742
2/23/2020 6:04,Snacks,4,Salty Snacks,46,3726
2/23/2020 8:04,Vegetables,25,Potato,61,7503
2/23/2020 10:04,Dairy Product,2,Milk,14,2660
2/23/2020 12:04,Meat products,21,Breakfast Meats,72,7128
2/23/2020 14:04,Meat products,21,Breakfast Meats,98,9702
2/23/2020 16:04,Meat products,22,Rfg Fresh Eggs,18,4014
2/23/2020 18:04,Snacks,10,Cigarettes,76,17860
2/23/2020 20:04,Snacks,17,Cookies,7,1169
2/23/2020 22:04,Dairy Product,2,Milk,96,18240
2/24/2020 0:04,Snacks,10,Cigarettes,1,235
2/24/2020 2:04,Snacks,23,Total Chocolate Candy,93,19530
2/24/2020 4:04,Dairy Product,11,Yogurt,24,5376
2/24/2020 6:04,Vegetables,27,Onion,7,707
2/24/2020 8:04,Snacks,23,Total Chocolate Candy,88,18480
2/24/2020 10:04,Snacks,17,Cookies,33,5511
2/24/2020 12:04,Meat products,21,Breakfast Meats,76,7524
2/24/2020 14:04,Meat products,22,Rfg Fresh Eggs,36,8028
2/24/2020 16:04,Dairy Product,6,Natural Cheese,92,23000
2/24/2020 18:04,Drinks,15,Soup,9,1188
2/24/2020 20:04,Drinks,12,Rfg Juices/Drinks,56,12152
2/24/2020 22:04,Snacks,1,Carbonated Beverages,95,3895
2/25/2020 0:04,Vegetables,24,Tomato,17,2499
2/25/2020 2:04,Snacks,4,Salty Snacks,78,6318
2/25/2020 4:04,Grocery,19,Coffee,37,6882
2/25/2020 6:04,Grocery,9,Cold Cereal,84,23436
2/25/2020 8:04,Drinks,14,Bottled Water,11,1936
2/25/2020 10:04,Snacks,17,Cookies,100,16700
2/25/2020 12:04,Vegetables,24,Tomato,63,9261
2/25/2020 14:04,Drinks,15,Soup,60,7920
2/25/2020 16:04,Vegetables,26,Watermelon,20,4540
2/25/2020 18:04,Grocery,8,Fz Dinners/Entrees,71,20306
2/25/2020 20:04,Grocery,9,Cold Cereal,71,19809
2/25/2020 22:04,Drinks,12,Rfg Juices/Drinks,70,15190
2/26/2020 0:04,Dairy Product,11,Yogurt,92,20608
2/26/2020 2:04,Drinks,18,Bottled Juices,77,16401
2/26/2020 4:04,Dairy Product,13,Ice Cream/Sherbet,92,1932
2/26/2020 6:04,Snacks,1,Carbonated Beverages,90,3690
2/26/2020 8:04,Snacks,10,Cigarettes,89,20915
2/26/2020 10:04,Grocery,3,Fresh Bread & Rolls,7,1253
2/26/2020 12:04,Drinks,12,Rfg Juices/Drinks,95,20615
2/26/2020 14:04,Dairy Product,6,Natural Cheese,65,16250
2/26/2020 16:04,Drinks,15,Soup,40,5280
2/26/2020 18:04,Drinks,18,Bottled Juices,56,11928
2/26/2020 20:04,Grocery,9,Cold Cereal,43,11997
2/26/2020 22:04,Drinks,15,Soup,11,1452
2/27/2020 0:04,Drinks,12,Rfg Juices/Drinks,64,13888
2/27/2020 2:04,Dairy Product,13,Ice Cream/Sherbet,63,1323
2/27/2020 4:04,Drinks,12,Rfg Juices/Drinks,16,3472
2/27/2020 6:04,Vegetables,27,Onion,66,6666
2/27/2020 8:04,Dairy Product,13,Ice Cream/Sherbet,39,819
2/27/2020 10:04,Snacks,16,Crackers,85,4845
2/27/2020 12:04,Vegetables,24,Tomato,64,9408
2/27/2020 14:04,Snacks,16,Crackers,86,4902
2/27/2020 16:04,Dairy Product,13,Ice Cream/Sherbet,44,924
2/27/2020 18:04,Snacks,4,Salty Snacks,5,405
2/27/2020 20:04,Snacks,16,Crackers,58,3306
2/27/2020 22:04,Drinks,12,Rfg Juices/Drinks,52,11284
2/28/2020 0:04,Dairy Product,2,Milk,73,13870
2/28/2020 2:04,Drinks,18,Bottled Juices,53,11289
2/28/2020 4:04,Vegetables,26,Watermelon,85,19295
2/28/2020 6:04,Drinks,7,Wine,55,15730
2/28/2020 8:04,Vegetables,25,Potato,99,12177
2/28/2020 10:04,Snacks,16,Crackers,42,2394
2/28/2020 12:04,Snacks,23,Total Chocolate Candy,45,9450
2/28/2020 14:04,Vegetables,24,Tomato,95,13965
2/28/2020 16:04,Dairy Product,2,Milk,40,7600
2/28/2020 18:04,Drinks,12,Rfg Juices/Drinks,94,20398
2/28/2020 20:04,Vegetables,25,Potato,60,7380
2/28/2020 22:04,Dairy Product,2,Milk,17,3230
2/29/2020 0:04,Dairy Product,6,Natural Cheese,75,18750
2/29/2020 2:04,Snacks,4,Salty Snacks,88,7128
2/29/2020 4:04,Vegetables,25,Potato,60,7380
2/29/2020 6:04,Dairy Product,2,Milk,49,9310
2/29/2020 8:04,Snacks,16,Crackers,54,3078
2/29/2020 10:04,Vegetables,25,Potato,72,8856
2/29/2020 12:04,Grocery,3,Fresh Bread & Rolls,92,16468
2/29/2020 14:04,Vegetables,24,Tomato,44,6468
2/29/2020 16:04,Drinks,18,Bottled Juices,17,3621
2/29/2020 18:04,Drinks,15,Soup,70,9240
2/29/2020 20:04,Snacks,1,Carbonated Beverages,29,1189
2/29/2020 22:04,Drinks,14,Bottled Water,70,12320
3/1/2020 0:04,Snacks,4,Salty Snacks,55,4455
3/1/2020 2:04,Meat products,20,Luncheon Meats,17,799
3/1/2020 4:04,Drinks,14,Bottled Water,50,8800
3/1/2020 6:04,Snacks,17,Cookies,49,8183
3/1/2020 8:04,Grocery,19,Coffee,48,8928
3/1/2020 10:04,Drinks,18,Bottled Juices,2,426
3/1/2020 12:04,Snacks,1,Carbonated Beverages,20,820
3/1/2020 14:04,Vegetables,24,Tomato,9,1323
3/1/2020 16:04,Meat products,22,Rfg Fresh Eggs,40,8920
3/1/2020 18:04,Grocery,19,Coffee,83,15438
3/1/2020 20:04,Dairy Product,6,Natural Cheese,100,25000
3/1/2020 22:04,Meat products,20,Luncheon Meats,38,1786
3/2/2020 0:04,Dairy Product,2,Milk,66,12540
3/2/2020 2:04,Meat products,20,Luncheon Meats,53,2491
3/2/2020 4:04,Vegetables,24,Tomato,35,5145
3/2/2020 6:04,Drinks,14,Bottled Water,78,13728
3/2/2020 8:04,Drinks,18,Bottled Juices,79,16827
3/2/2020 10:04,Snacks,23,Total Chocolate Candy,19,3990
3/2/2020 12:04,Drinks,15,Soup,36,4752
3/2/2020 14:04,Drinks,7,Wine,9,2574
3/2/2020 16:04,Grocery,19,Coffee,6,1116
3/2/2020 18:04,Meat products,22,Rfg Fresh Eggs,3,669
3/2/2020 20:04,Grocery,8,Fz Dinners/Entrees,63,18018
3/2/2020 22:04,Dairy Product,2,Milk,4,760
3/3/2020 0:04,Vegetables,26,Watermelon,71,16117
3/3/2020 2:04,Snacks,10,Cigarettes,86,20210
3/3/2020 4:04,Grocery,3,Fresh Bread & Rolls,94,16826
3/3/2020 6:04,Snacks,16,Crackers,76,4332
3/3/2020 8:04,Snacks,10,Cigarettes,74,17390
3/3/2020 10:04,Meat products,21,Breakfast Meats,42,4158
3/3/2020 12:04,Dairy Product,13,Ice Cream/Sherbet,55,1155
3/3/2020 14:04,Meat products,22,Rfg Fresh Eggs,96,21408
3/3/2020 16:04,Drinks,12,Rfg Juices/Drinks,69,14973
3/3/2020 18:04,Dairy Product,6,Natural Cheese,4,1000
3/3/2020 20:04,Drinks,12,Rfg Juices/Drinks,8,1736
3/3/2020 22:04,Dairy Product,11,Yogurt,39,8736
3/4/2020 0:04,Snacks,1,Carbonated Beverages,20,820
3/4/2020 2:04,Drinks,7,Wine,89,25454
3/4/2020 4:04,Grocery,8,Fz Dinners/Entrees,36,10296
3/4/2020 6:04,Vegetables,25,Potato,16,1968
3/4/2020 8:04,Meat products,22,Rfg Fresh Eggs,7,1561
3/4/2020 10:04,Meat products,20,Luncheon Meats,49,2303
3/4/2020 12:04,Grocery,9,Cold Cereal,25,6975
3/4/2020 14:04,Vegetables,24,Tomato,94,13818
3/4/2020 16:04,Snacks,1,Carbonated Beverages,27,1107
3/4/2020 18:04,Grocery,3,Fresh Bread & Rolls,45,8055
3/4/2020 20:04,Vegetables,25,Potato,61,7503
3/4/2020 22:04,Vegetables,26,Watermelon,48,10896
3/5/2020 0:04,Vegetables,26,Watermelon,33,7491
3/5/2020 2:04,Meat products,20,Luncheon Meats,79,3713
3/5/2020 4:04,Vegetables,27,Onion,65,6565
3/5/2020 6:04,Dairy Product,6,Natural Cheese,100,25000
3/5/2020 8:04,Dairy Product,11,Yogurt,100,22400
3/5/2020 10:04,Meat products,21,Breakfast Meats,5,495
3/5/2020 12:04,Dairy Product,2,Milk,92,17480
3/5/2020 14:04,Dairy Product,13,Ice Cream/Sherbet,39,819
3/5/2020 16:04,Meat products,20,Luncheon Meats,23,1081
3/5/2020 18:04,Meat products,21,Breakfast Meats,21,2079
3/5/2020 20:04,Drinks,7,Wine,72,20592
3/5/2020 22:04,Drinks,15,Soup,51,6732
3/6/2020 0:04,Grocery,8,Fz Dinners/Entrees,52,14872
3/6/2020 2:04,Vegetables,25,Potato,34,4182
3/6/2020 4:04,Meat products,22,Rfg Fresh Eggs,77,17171
3/6/2020 6:04,Dairy Product,13,Ice Cream/Sherbet,95,1995
3/6/2020 8:04,Grocery,19,Coffee,2,372
3/6/2020 10:04,Snacks,4,Salty Snacks,32,2592
3/6/2020 12:04,Dairy Product,2,Milk,20,3800
3/6/2020 14:04,Vegetables,27,Onion,3,303
3/6/2020 16:04,Drinks,15,Soup,1,132
3/6/2020 18:04,Meat products,21,Breakfast Meats,93,9207
3/6/2020 20:04,Dairy Product,11,Yogurt,75,16800
3/6/2020 22:04,Vegetables,24,Tomato,19,2793
3/7/2020 0:04,Vegetables,25,Potato,79,9717
3/7/2020 2:04,Drinks,18,Bottled Juices,83,17679
3/7/2020 4:04,Drinks,12,Rfg Juices/Drinks,41,8897
3/7/2020 6:04,Drinks,5,Beer/Ale/Alcoholic Cider,90,4680
3/7/2020 8:04,Grocery,3,Fresh Bread & Rolls,53,9487
3/7/2020 10:04,Meat products,21,Breakfast Meats,79,7821
3/7/2020 12:04,Drinks,7,Wine,60,17160
3/7/2020 14:04,Vegetables,27,Onion,85,8585
3/7/2020 16:04,Snacks,17,Cookies,67,11189
3/7/2020 18:04,Drinks,12,Rfg Juices/Drinks,62,13454
3/7/2020 20:04,Dairy Product,6,Natural Cheese,18,4500
3/7/2020 22:04,Drinks,18,Bottled Juices,5,1065
3/8/2020 0:04,Snacks,16,Crackers,12,684
3/8/2020 2:04,Snacks,16,Crackers,29,1653
3/8/2020 4:04,Vegetables,24,Tomato,74,10878
3/8/2020 6:04,Snacks,23,Total Chocolate Candy,58,12180
3/8/2020 8:04,Meat products,22,Rfg Fresh Eggs,70,15610
3/8/2020 10:04,Grocery,8,Fz Dinners/Entrees,70,20020
3/8/2020 12:04,Dairy Product,11,Yogurt,75,16800
3/8/2020 14:04,Grocery,8,Fz Dinners/Entrees,95,27170
3/8/2020 16:04,Dairy Product,13,Ice Cream/Sherbet,9,189
3/8/2020 18:04,Dairy Product,11,Yogurt,78,17472
3/8/2020 20:04,Vegetables,26,Watermelon,19,4313
3/8/2020 22:04,Dairy Product,6,Natural Cheese,67,16750
3/9/2020 0:04,Meat products,20,Luncheon Meats,92,4324
3/9/2020 2:04,Grocery,19,Coffee,33,6138
3/9/2020 4:04,Meat products,20,Luncheon Meats,64,3008
3/9/2020 6:04,Meat products,21,Breakfast Meats,73,7227
3/9/2020 8:04,Dairy Product,13,Ice Cream/Sherbet,22,462
3/9/2020 10:04,Drinks,12,Rfg Juices/Drinks,45,9765
3/9/2020 12:04,Grocery,9,Cold Cereal,52,14508
3/9/2020 14:04,Drinks,15,Soup,40,5280
3/9/2020 16:04,Vegetables,25,Potato,8,984
3/9/2020 18:04,Grocery,19,Coffee,44,8184
3/9/2020 20:04,Drinks,14,Bottled Water,61,10736
3/9/2020 22:04,Meat products,22,Rfg Fresh Eggs,83,18509
3/10/2020 0:04,Dairy Product,6,Natural Cheese,73,18250
3/10/2020 2:04,Dairy Product,2,Milk,26,4940
3/10/2020 4:04,Snacks,16,Crackers,4,228
3/10/2020 6:04,Snacks,1,Carbonated Beverages,10,410
3/10/2020 8:04,Snacks,10,Cigarettes,98,23030
3/10/2020 10:04,Vegetables,24,Tomato,23,3381
3/10/2020 12:04,Grocery,8,Fz Dinners/Entrees,80,22880
3/10/2020 14:04,Vegetables,27,Onion,70,7070
3/10/2020 16:04,Dairy Product,6,Natural Cheese,34,8500
3/10/2020 18:04,Drinks,14,Bottled Water,1,176
3/10/2020 20:04,Vegetables,25,Potato,95,11685
3/10/2020 22:04,Grocery,9,Cold Cereal,40,11160
3/11/2020 0:04,Meat products,21,Breakfast Meats,38,3762
3/11/2020 2:04,Drinks,15,Soup,78,10296
3/11/2020 4:04,Dairy Product,2,Milk,35,6650
3/11/2020 6:04,Dairy Product,6,Natural Cheese,27,6750
3/11/2020 8:04,Dairy Product,2,Milk,66,12540
3/11/2020 10:04,Drinks,12,Rfg Juices/Drinks,33,7161
3/11/2020 12:04,Snacks,1,Carbonated Beverages,66,2706
3/11/2020 14:04,Drinks,5,Beer/Ale/Alcoholic Cider,46,2392
3/11/2020 16:04,Snacks,17,Cookies,79,13193
3/11/2020 18:04,Snacks,4,Salty Snacks,52,4212
3/11/2020 20:04,Vegetables,24,Tomato,2,294
3/11/2020 22:04,Drinks,18,Bottled Juices,91,19383
3/12/2020 0:04,Dairy Product,2,Milk,53,10070
3/12/2020 2:04,Meat products,21,Breakfast Meats,58,5742
3/12/2020 4:04,Vegetables,25,Potato,58,7134
3/12/2020 6:04,Snacks,4,Salty Snacks,19,1539
3/12/2020 8:04,Dairy Product,13,Ice Cream/Sherbet,32,672
3/12/2020 10:04,Drinks,15,Soup,74,9768
3/12/2020 12:04,Drinks,18,Bottled Juices,57,12141
3/12/2020 14:04,Snacks,1,Carbonated Beverages,23,943
3/12/2020 16:04,Drinks,15,Soup,91,12012
3/12/2020 18:04,Dairy Product,11,Yogurt,10,2240
3/12/2020 20:04,Snacks,10,Cigarettes,76,17860
3/12/2020 22:04,Dairy Product,6,Natural Cheese,14,3500
3/13/2020 0:04,Snacks,16,Crackers,61,3477
3/13/2020 2:04,Grocery,9,Cold Cereal,66,18414
3/13/2020 4:04,Vegetables,26,Watermelon,16,3632
3/13/2020 6:04,Dairy Product,13,Ice Cream/Sherbet,25,525
3/13/2020 8:04,Drinks,18,Bottled Juices,18,3834
3/13/2020 10:04,Meat products,20,Luncheon Meats,43,2021
3/13/2020 12:04,Vegetables,25,Potato,14,1722
3/13/2020 14:04,Meat products,22,Rfg Fresh Eggs,62,13826
3/13/2020 16:04,Drinks,14,Bottled Water,88,15488
3/13/2020 18:04,Vegetables,24,Tomato,71,10437
3/13/2020 20:04,Dairy Product,6,Natural Cheese,14,3500
3/13/2020 22:04,Vegetables,27,Onion,62,6262
3/14/2020 0:04,Vegetables,26,Watermelon,96,21792
3/14/2020 2:04,Dairy Product,2,Milk,18,3420
3/14/2020 4:04,Dairy Product,6,Natural Cheese,53,13250
3/14/2020 6:04,Drinks,18,Bottled Juices,87,18531
3/14/2020 8:04,Snacks,23,Total Chocolate Candy,9,1890
3/14/2020 10:04,Grocery,8,Fz Dinners/Entrees,61,17446
3/14/2020 12:04,Dairy Product,11,Yogurt,42,9408
3/14/2020 14:04,Meat products,21,Breakfast Meats,91,9009
3/14/2020 16:04,Meat products,22,Rfg Fresh Eggs,54,12042
3/14/2020 18:04,Meat products,21,Breakfast Meats,25,2475
3/14/2020 20:04,Vegetables,26,Watermelon,86,19522
3/14/2020 22:04,Snacks,17,Cookies,39,6513
3/15/2020 0:04,Meat products,21,Breakfast Meats,50,4950
3/15/2020 2:04,Snacks,10,Cigarettes,77,18095
3/15/2020 4:04,Drinks,18,Bottled Juices,32,6816
3/15/2020 6:04,Drinks,15,Soup,50,6600
3/15/2020 8:04,Meat products,22,Rfg Fresh Eggs,29,6467
3/15/2020 10:04,Grocery,9,Cold Cereal,90,25110
